name,content,author,region,people,start,end
Agencja Prasowa Solidarnosci,"['Agencja Prasowa Solidarności (AS), powołana z inicjatywy Józefa Kuśmierka podczas I Ogólnopolskiego Zjazdu Prasy Związkowej 24–25 I 1981, w którym uczestniczyli przedstawiciele ponad 20 pism i biuletynów wydawanych przez MKZ „S”. W Agencji: Jan Araszkiewicz (Wałbrzych), Jarosław Broda (Wrocław), Piotr Czartołomny (Poznań), Helena Łuczywo (Warszawa, redaktor nacz.), Anna Szwed (Kraków), Antoni Tokarczuk (Bydgoszcz). Wybrano Radę Nadzorczą, której zadaniem była okresowa ocena pracy Agencji. Redakcja miała przygotowywać codzienny serwis informacyjny na podst. informacji napływających z poszczególnych regionów (w praktyce okazało się to niemożliwe ze wzgl. techn. i organizacyjnych) oraz wydawać biuletyn informacyjny zawierający relacje z posiedzeń KKP/KK, opracowania specjalistyczne i ekspertyzy, także przedruki z prasy związkowej (krajowej i zagranicznej). Siedziba redakcji w MKZ/ZR Mazowsze. Wydawano „AS. Biuletyn Pism Związkowych i Zakładowych” oraz „AS. Magazyn Pism Związkowych i Zakładowych”. Działała do wprowadzenia stanu wojennego. 15 III 1981 – 28 V 1984 rozpracowywana przez Wydz. IV Dep. III MSW w ramach SO krypt. Jocker.']",['Grzegorz Majchrzak'],Mazowsze,,,
Agencja Wydawnicza Jednoscia Silni,"['Agencja Wydawnicza Jednością Silni, wrocławskie wydawnictwo podziemne związane z kilkoma wrocławskimi zakładami: Przedsiębiorstwem Transportowym Handlu Wewnętrznego, Zakładami Sprzętu Grzejnego (Wrozamet) i Zakładem Produkcji Uszczelnień Technicznych (Inco). Powstało w 1982 z inicjatywy Aleksandry Czerwińskiej, Elżbiety Kuźniak i Janusza Słowińskiego, którzy ze Stanisławem Procykiem decydowali o planie wydawniczym. Do AWJS oprócz inicjatorów należeli m.in.: Jan Bafalukosz, Ireneusz Piekarczyk, Ireneusz Tokarek (druk), Irena Procyk (druk, kolportaż), Elżbieta Kuźniar (koordynacja działalności), Antoni Wójtowicz (zaopatrzenie). Oficyna zajmowała się przede wszystkim wydawaniem podziemnego pisma „Jednością Silni”. 1984–1986 nakł. wydawnictwa ukazało się także ok. 5 broszur, gł. o tematyce religijnej (nakł. od kilkudziesięciu do kilkuset egz.). Ponadto drukowano podziemne pisma zakładowe, ulotki, cegiełki i kartki okolicznościowe. Pocz. powielano za pomocą ramki przy zastosowaniu techniki sitodruku, nast. drukowano na offsetach dzięki tzw. dojściom do urządzeń poligraficznych w różnych instytucjach, m.in. w Urzędzie Wojewódzkim i Towarzystwie Miłośników Wrocławia. Skład publikacji odbywał się w mieszkaniach prywatnych. Pieniądze i materiały poligraficzne dostarczały osoby sympatyzujące z opozycją. Działalność wydawniczą finansowano również ze sprzedaży cegiełek. Najważniejszym źródłem papieru był sklep przy ul. Pomorskiej, w którym pracowała znajoma S. Procyka. Kolportaż wydawnictw prowadzono gł. w środowisku robotniczym. Od 1986 wraz z przystąpieniem twórców wydawnictwa do SW wydawnictwo funkcjonowało jako część Agencji Informacyjnej Solidarności Walczącej. W kolejnym okresie istnienia pisma AISW figurowała jako wydawca tytułu.', 'Kamil Dworaczek', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Kamil Dworaczek'],Dolny Śląsk,,,
Agentura,"['""Agentura"", pismo wydawane przez studentów związanych z NZS Uniwersytetu Łódzkiego XII 1986 – III 1987.', 'Ukazały się 4 nr. o obj. 4 s. w formacie A5, drukowane na offsecie w nakładzie 2 tys. egz. oraz jedno wydanie specjalne z 19 III 1987.', 'W składzie redakcji: Jakub Dąbrowski, Wojciech Duda (także wykonawca makiet pisma).', 'Miesięcznik satyryczny wyśmiewający niektóre aspekty działalności opozycyjnej i postawy „kombatanctwa” części działaczy, stąd próby utrudniania jego dystrybucji przez niektóre podziemne struktury NZS.', 'Kolportowano głównie na terenie Łodzi oraz za pośrednictwem struktur NZS na terenie kraju. Cena egz. 10\xa0zł.']",['Włodzimierz Domagalski'],Ziemia Łódzka,,,
AIT,"['""AIT"" (Agencja Informacyjna Terenowego Komitetu Oporu „Solidarności”), pismo o charakterze wewnętrznym, wydawane XI 1982 – II 1985 w Warszawie przez TKOS na zlecenie RKW Mazowsze; przeznaczone tylko dla RKW i wydawców większych tytułów prasy podziemnej.', 'Ukazało się 90 nr. o obj. 1-2 s. w formacie A4 w nakładzie początkowo 6, następnie kilkunastu egz., wychodziło nieregularnie (największa częstotliwość: 2 razy w tyg.); nr. 1-3 bez tytułu, wydane jako Agencja Informacyjna TKOS.', 'W składzie redakcji: Wojciech Stawiszyński (inicjator, szef TKOS, założyciel sieci informacyjnej i kolportażowej w zakładach pracy północno-zachodniej części Warszawy, m.in. w: Zakładach Mechanicznych Ursus, Hucie Warszawa, i zakładach w Pruszkowie, Piastowie, Grodzisku Mazowieckim, Milanówku, Piasecznie, Żyrardowie; autor instrukcji dot. zbierania informacji, redaktor nr. 1-3), Wojciech Skowron (redaktor i przepisywacz nr. 4-85), Zbigniew Lewandowski (redaktor 5 nr. na początku 1985), łączniczki dostarczające informacje do mieszkania W. Skowrona w Podkowie Leśnej.', 'Publikowano informacje o ważnych wydarzeniach w zakładach pracy, sytuacji ekonomicznej zakładów i pracowników, aktach oporu, represjach. Czasem dołączano oryginalne materiały z terenu (np. do nr. 3 ulotkę satyryczną kolportowaną w ZM Ursus: „Dnia 10.11.82 r. zmarł nieodżałowanej pamięci wielki przyjaciel Polaków... L. Breżniew”), często stemplowane pieczątką AIT.', 'Nakład odbierała i przekazywała W. Stawiszyńskiemu łączniczka Jolanta Zwierko-Dąbrowska.']",['Anna Grażyna Kister'],Mazowsze,,,
Akademia Rolniczo Techniczna w Olsztynie,"['Akademia Rolniczo-Techniczna w Olsztynie (do 1969 Wyższa Szkoła Rolnicza) została powołana w 1950; prócz specjalistów w dziedzinie rolnictwa kształciła (wraz z Wyższą Szkołą Pedagogiczną) pewne ideowo kadry dla socjalistycznego państwa. Mimo to w 1956 na terenie uczelni w Olsztynie-Kortowie doszło do wiecu poparcia dla walczących Węgrów (tzw. olsztyńska rewolucja). W 1980 z inicjatywy m.in. Antoniego Jutrzenki-Trzebiatowskiego, Marii Nagięć, Benona Gazińskiego powstała na ART „S”. Kolportaż ulotek w XII 1980 doprowadził do aresztowań i procesu, w którym skazano kilkunastu pracowników i studentów uczelni; w 1981 na Kortowie odbył się I WZD „S”; po 13 XII 1981 „S” na ART została rozbita, a niektórzy jej liderzy skazani na kary więzienia (m.in. Antoni Jutrzenka-Trzebiatowski – 2 lata więzienia), odsunięci od zajęć ze studentami lub zdegradowani do funkcji pracowników technicznych.', '', 'Paweł Warot', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Paweł Warot'],Warmińsko-Mazurski,,,
Akademicki Ruch Odnowy,"['Akademicki Ruch Odnowy, organizacja studencka założona w 1980 w Krakowie.', ""9 XII 1979 na konferencji sprawozdawczo-wyborczej SZSP Małgorzata Bator wystąpiła z wnioskiem o rozwiązanie SZSP. Jednocześnie rozpoczęto akcję zbierania podpisów pod żądaniem zwołania nadzwyczajnego zjazdu SZSP w celu przedyskutowania projektu powołania nowej, niezależnej od PZPR organizacji studenckiej. Podstawą dyskusji miał być ''Raport o stanie SZSP'' opracowany przez M. Bator, Marka Ciesielczyka, Jarosława Gabałę, Beatę Kurylczuk i Marka Smulskiego. Wobec braku zgody władz uczelni na druk ''Raportu'' został on opublikowany w niezależnym pismie NZS „Indeks”."", 'Pod petycją zebrano ponad 1700 podpisów, w tym 11 osób ze środowiska naukowego i artystycznego: Izydora Dąbska (filozof), Stanisław Foryś (ekonomista), Hanna Malewska (pisarka), Krzysztof Penderecki (kompozytor, rektor Akademii Muzycznej), Stefan Smoliński (chemik), Andrzej Staruszkiewicz (fizyk), ks. Józef Tischner (filozof), Henryk Wereszycki (historyk), Jacek Woźniakowski (historyk sztuki), Andrzej Wroński (logik), Stanisław Zapiór (chemik).', ""Wiosną 1980, po fiasku dążeń do samorozwiązania się SZSP, autorzy ''Raportu'' zdecydowali się na stworzenie odrębnej organizacji. 29 IV 1980 15 secesjonistów z krakowskiego SZSP zwróciło się do Urzędu Miasta Krakowa o rejestrację nowej organizacji studenckiej pn. Akademicki Ruch Odnowy. Władze miejskie odesłały wnioskodawców do Ministerstwa Nauki, Szkolnictwa Wyższego i Techniki. W zw. z nieotrzymaniem odpowiedzi odmownej założyciele ARO uznali, że – zgodnie z obowiązującym prawem – organizacja może działać legalnie bez rejestracji, będąc stowarzyszeniem zwykłym, nieposiadającym osobowości prawnej, w V 1980 wystąpiono jednak do Ministerstwa o rejestrację."", 'Według założycieli, ARO miał być apolityczną organizacją, pełniącą rolę studenckiego zw. zaw., której celem były: demokratyzacja szkolnictwa wyższego, umacnianie samorządności studenckiej, niesienie pomocy studentom i młodym pracownikom naukowym, troska o warunki socjalno-bytowe, zdrowie i wypoczynek studentów, rozwój ruchu kulturalnego i turystycznego, współdecydowanie o rozwiązywaniu problemów uczelni. Członkowie-założyciele stanowili zalążek przyszłego Zgromadzenia Ogólnego. ARO reprezentowali studenci Uniwersytetu Jagiellońskiego: M. Bator, M. Ciesielczyk, Marek Płonka, Marian Piątek oraz Jerzy Godek z Akademii Medycznej. W VI 1980 ukazał się 1. nr pisma ARO „Po prostu bis”, w którym m.in. propagowano ideę apolitycznego zw. zaw. studentów.', 'Jesienią 1980 członkowie ARO współtworzyli NZS.', '', 'Ewa Zając', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Ewa Zając'],Małopolska,,,
Akademicki Ruch Oporu Poznan,"['Akademicki Ruch Oporu (ARO, Poznań), organizacja studentów Politechniki Poznańskiej działająca w\xa0l.\xa01982–1983. Od 13\xa0XII 1981 w\xa0trakcie spotkań działaczy NZS PP omawiano sytuację polityczną i\xa0zastanawiano się nad dalszymi działaniami. 5\xa0I\xa01982 wybrano 3 osoby, które miały kierować podziemną działalnością na PP, i\xa0ustalono zakres zadań: Jacek Maruniewicz (organizacja druku i\xa0kolportażu); Mirosław Szychta (kontakty z\xa0grupami na PP odpowiedzialnymi za akcje na terenie miasta, np.\xa0malowanie napisów na murach), Wojciech Skorupski (organizacja druku i\xa0nawiązywanie kontaktów z\xa0innymi organizacjami). W\xa0kierownictwie również: Mirosław Kruszyński (sprawy finansowe; przejęto środki NZS PP) i\xa0Janusz Tomczyk (z-ca W.\xa0Skorupskiego). Działacze mieli dobierać kolejnych współpracowników, dzięki czemu struktura organizacyjna obejmowałaby coraz większą liczbę osób. Podczas kolejnych spotkań opracowano program organizacji. Od III 1982 jako Akademicki Ruch Oporu. ARO nie miał ukształtowanej struktury organizacyjnej. Cele organizacji: podtrzymywanie struktur NZS do czasu wznowienia legalnej działalności przez zrzeszenie, wspomaganie i\xa0koordynowanie działań podziemnych grup i\xa0organizacji na PP.\xa0Współpraca m.in.\xa0z Frontem Patriotycznym, grupą wydającą „Dwutygodnik Bibuła”, Grupą 13 Grudnia, Narodową Organizacją Wyzwoleńczą Lechia oraz różnymi grupami prowadzącymi działalność wydawniczą, kolportażową lub akcje malowania napisów na murach. Nazwą ARO sygnowano m.in.\xa0kalendarzyki na 1982 (wydrukowane przed 13 XII 1981 przez NZS PP), niektóre nr.\xa0„Kuriera Wojennego”, „Poznańskiego Tygodnika Wojennego” (wydawca Grupa 13 Grudnia) i\xa0ulotki wzywające do udziału w\xa0protestach (np. 13 V i\xa010 XI). 30 VIII 1982 likwidacja drukarni pisma „Bibuła” przez SB.\xa0VIII 1982–II 1983 rozbicie podziemnych struktur na PP, w\xa0trakcie śledztwa postawiono zarzuty 32 osobom (w\xa0tym tymczasowo aresztowano 25). 21 III–9 V 1983 przed Sądem Wojsk Lotniczych w\xa0Poznaniu toczył się proces 27 osób, gł. studentów i\xa0absolwentów PP, 19 skazanych na kary pozbawienia wolności (w\xa0tym 10 w\xa0zawieszeniu). ', '31 VIII 1981–30 IX 1983 działania operacyjne przeciwko ARO i\xa0innym organizacjom na PP prowadził Wydz.\xa0III-1 KW\xa0MO/WUSW w\xa0ramach SOR krypt. Orda.']",['Przemysław Zwiernik'],Wielkopolska,,,
Akademik Slupsk,"['""Akademik"", podtytuł: „Pismo Niezależnego Zrzeszenia Studentów Słupsk”, wydawane przez NZS przy Wyższej Szkole Pedagogicznej w Słupsku X 1985 – 15 V 1986.', 'Ukazało się 8 nr. o obj. 2-8 s. w formacie A4, drukowanych na powielaczu białkowym w nakładzie ok. 200 egz.; wychodziło nieregularnie.', 'W składzie redakcji: Jarosław Reichel (ps. Paweł Markowski), Małgorzata Rozkwitalska (ps. Maria Dańska), Tomasz Kościelny (ps. Jan Wojmir), Jacek Ozimek (ps. Witold Janicki), Wiesław Nickiel (ps. Adam Stolnicki).', 'Zamieszczano głównie informacje, oświadczenia, komunikaty Komitetu Uczelnianego NZS WSP, publicystykę dotyczącą bieżących wydarzeń na uczelni; omawiano najważniejsze wydarzenia polityczne w kraju.', 'Kolportowano na terenie WSP, w Regionie Słupskim, pojedyncze egz. w sieci kolportażu na uczelniach wyższych Trójmiasta; odpowiedzialny za sieć kolportażu: Robert Włodkowski.', 'Pismo zaprzestało swojej działalności w wyniku likwidacji przez SB drukarni „Solidarności Słupskiej” (pisma RKK w Słupsku), gdzie drukowany był także „Akademik”, oraz represji, które dosięgły w tym czasie studentów redagujących pismo NZS.']",['Jarosław Wąsowicz SDB'],Słupsk,,,
Akademik,"['""Akademik"", pismo NZS, wydawane w 1982 przez konspiracyjne struktury NZS.', 'Do 14 III 1982 ukazało się 8 nr. o obj. kilku stron w formacie A4, drukowanych techniką powielaczową i w formie maszynopisu powielanego na papierze przebitkowym; wychodziło nieregularnie. Nr 8 wydany 7 i 14 III jako dwa różne wydania.', 'Publikowano bieżące informacje dotyczące sytuacji politycznej w kraju, represji wobec działaczy podziemia i sytuacji na uczelniach. W poszczególnych nr. publikowano listy aresztowanych i internowanych studentów.']",['Włodzimierz Domagalski'],Gdańsk,,,
Akcja krakowskiego SKS przeciwko resom,"['""Akcja krakowskiego SKS przeciwko resom"". Pierwszą akcją zorganizowaną przez krakowski SKS był protest przeciwko wydanemu 15 VIII 1977 przez rektora UJ rozporządzeniu w sprawie zakazu wypożyczania z bibliotek uniwersyteckich do domów druków polskich wydanych do 1968 włącznie oraz beletrystyki wydanej do 1969. 5 X 1977 SKS opublikował w tej sprawie oświadczenie, którego skutkiem było cofnięcie 8 X 1977 dyspozycji rektora.', ""Niemal natychmiastowy sukces tej akcji skłonił działaczy SKS do radykalniejszych działań, tym razem w sprawie „prohibitów” czyli publikacji, które nie mogły być udostępniane czytelnikom na normalnych zasadach. Zakaz rozpowszechniania oraz udostępniania dotyczył zarówno wydawnictw emigracyjnych, np. Instytutu Literackiego czy „Kultury” paryskiej, jak i krajowych (np. ''Wojna Polska 1939'' L. Moczulskiego wydana w 1972 przez Wydawnictwo Poznańskie) oraz autorów (zarówno polskojęzycznych niezależnie od miejsca zamieszkania, jak i obcych ), na których był tzw. zapis. W związku z tym pod sygnaturą „res” (czyli bez dostępu) w Bibliotece Jagiellońskiej znajdowały się utwory tak wybitnych autorów, jak Kazimierz Wierzyński, Czesław Miłosz, Witold Gombrowicz, Jerzego Andrzejewskiego Marka Hłaski, Stanisława Barańczaka, Jerzego Wittlina, Władysława Poboga-Malinowskiego, Mariana Kukiela, Leszka Kołakowskiego, Włodzimierza Brusa i wielu innych. Były wśród nich książki ze wszystkich dziedzin: literatury, filozofii, historii, nauk społecznych, ekonomicznych, politycznych itp. Możliwość korzystania z zakazanych pozycji mieli wprawdzie profesorowie i docenci, ale przepisy zabraniały rozpowszechniać treści zawartych w tych publikacjach. Pozostałe osoby (studenci, doktoranci i młodsi pracownicy naukowi) mogły korzystać z nich jedynie za specjalnym zezwoleniem kompetentnego pracownika naukowego, np. promotora pracy magisterskiej czy doktorskiej. Zaniepokojenie budziło również istnienie wewnętrznego katalogu publikacji zakazanych, z którego korzystać można było tylko za zgoda dyrekcji BJ, a także fakty wskazujące na prowadzenie przez SB ewidencji osób korzystających z „resów”."", '21 X 1977 sygnatariusze SKS wydali pierwsze oświadczenie w sprawie prohibicji publikacji. Akcja przeprowadzona w nocy 20 na 21 XI 1977 polegała z kolei na rozlepieniu w wybranych punktach Krakowa plakatów przedstawiających książkę zamkniętą na kłódkę (aby ochronić plakaty przed zrywaniem, postawiono przy nich warty) oraz kolportażu (21 XI 1977) ulotek z oświadczenia w tej sprawie. 26 XI 1977 SKS zwrócił się do pracowników naukowych uczelni krakowskich z prośbą o wsparcie działań w obronie „wolnej książki”, proponując jednocześnie podjęcie dyskusji nad ograniczeniem dostępu do pewnych książek. Na niektórych kierunkach UJ (m.in. I rok historii, II rok filologii polskiej, II rok fizyki) oraz AGH (III rok elektrotechniki i III rok elektroniki) zorganizowane zostały ponadto zebrania, na których uchwalono rezolucje domagające się zniesienia instytucji „resów”. Do dyr. BJ prof. Władysława Serczyka udała się też delegacja SKS-u (Liliana Batko, Bronisław Wildstein i Tadeusz Kensy) aby przedstawić postulaty dotyczące „resów”.', 'Akcja ta mimo, że nie przyniosła oczekiwanych rezultatów, zrobiła duże wrażenie nie tylko wśród studentów. Uświadomiła i upowszechniła problemy związane z „brakiem wolności słowa” i ograniczeniami badawczymi, którym podlegało wiele dziedzin nauki. Postulaty z tym związane weszły odtąd na stałe do kanonu niezależnych inicjatyw a po sierpniu 1980 zostały przejęte i wyeksponowane przez NZS i „Solidarność” na uczelniach.', '', 'Ewa Zając', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Ewa Zając'],Małopolska,,,
Akcja na rzecz Niepodleglosci,"['Akcja na rzecz Niepodległości, organizacja konspiracyjna powołana w 1976 w Krakowie, kierowana przez Mariana Banasia, Piotra Boronia i Włodzimierza Steckiewicza (studentów Wydz. Prawa Uniwersytetu Jagiellońskiego), współpraca m.in. Janusz Pierzchała (student polonistyki UJ) i Jerzy Giza (student historii WSP).', 'Wg deklaracji ideowej celem działalności było dążenie do odbudowy niepodległości państwowej RP oraz zagwarantowanie swobodnego i wszechstronnego rozwoju jednostki w oparciu o przyrodzone i niezbywalne prawa osoby ludzkiej zagwarantowane przez niepodległe państwo przestrzegające w pełni Międzynarodowych Paktów Praw Człowieka i Obywatela. AnrN związana była ze środowiskiem piłsudczykowskim, b. legionistami i kombatantami, współpracowano m.in. z legionistą i przedwojennym oficerem kontrwywiadu mjr. Józefem Herzogiem. Nie uznawano porządku prawnego PRL, za jedyny legalny uważano Rząd RP na Uchodźstwie. Prowadzono działalność propagandową (malowanie na murach i rozklejanie ulotek m.in. informujących o mszach św. w dniu imienin i rocznicę śmierci marsz. Józefa Piłsudskiego), wydawniczą (broszury i kalendarze) i samokształceniową. Podczas wizyty Jana Pawła II w Krakowie w 1979 wspólnie z ROPCiO zorganizowano akcję balonową – na początku papieskiej mszy św. nad tłumem zgromadzonym na Błoniach wypuszczono dwa balony meteorologiczne z papieskimi flagami, do których doczepiono sztandar z orłem w koronie po jednej stronie i znakiem Polski Walczącej po drugiej. Działacze AnrN organizowali obchody Święta Niepodległości: w 1979 wspólnie z krakowską KPN i działaczami SKS, w 1980 – z KPN, Chrześcijańską Wspólnotą Ludzi Pracy i RMP, w 1981 – z „S”, KPN i RMP.', 'Działalność organizacji została zahamowana w XII 1981 w wyniku aresztowania M. Banasia (17 XII 1981) i kilku jego współpracowników. 5 II 1982 M. Banaś został skazany w trybie doraźnym wyrokiem Sądu Warszawskiego Okręgu Wojskowego na 4 lata więzienia, w VI 1983 warunkowo zwolniony na mocy aktu łaski Rady Państwa z wyznaczeniem okresu próby na 3 lata. Pozostali działacze zostali 20 XII 1981 internowani (m.in. Janina Bodziuch do 7 I 1982, Jerzy Brniak do 5 I 1982, Ryszard Górski do 13 I 1982, Jacek Wróbel do 24 XII 1981).', '24 XI 1981 – 12 I 1983 Wydz. III-1 KW MO w Krakowie prowadził przeciwko AnrN SOS krypt. Szwadron.', '', 'Ewa Zając', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Ewa Zając'],Małopolska,,,
Akcja Pajak,"['""Akcja Pająk"". Akcja samoobrony podjęta w l. 1979-1980 przez łódzkie środowisko KSS KOR, wsparta przez ROPCiO i KPN w zw. z nieujawnionymi przypadkami zgonów podczas przesłuchań na MO. Na podstawie zebranej przez Mirosława Michalika i Zenobię Łukasiewicz dokumentacji z akt Prokuratury Wojewódzkiej w Łodzi, która umarzała kolejne śledztwa z powodu niewykrycia sprawców lub orzekała o śmierci samoistnej, ujawniono takie przypadki w KD MO Łódź-Bałuty. Nast. w n-rze 4 redagowanego przez M. Michalika i Elżbietę Lewińską niezależnego pisma „Kronika Łódzka” opublikowano na ten temat artykuł \'\'Zamienić plotkę w informację\'\', po którym redakcja otrzymała nieprecyzyjną informację o śmierci Jana Kowalczyka w KD MO Łódź-Bałuty i adres rodziców zmarłego. M. Michalik odszukał osoby, których bliscy zginęli podczas przesłuchań w tej komendzie; wraz z Z. Łukasiewicz dotarł do odpisów akt w spr. śmierci Piotra Łukasiewicza, Andrzeja Paryskiego i in. Na ich podstawie Jan Walc, po konsultacji prawnej z Biurem Interwencyjnym KSS KOR, napisał artykuł \'\'Akt oskarżenia\'\', opublikowany w „Biuletynie Informacyjnym” nr 5/6 (31/32) z 1979, rekapitulujący zdarzenia w KD MO Łódź-Bałuty; powielony tekst 4-krotnie rozprowadzono w tzw. akcjach dywanowych co kilka tygodni na terenie kolejnych osiedli Łodzi; Akcja wstrząsnęła KD MO Łódź-Bałuty; komendant płk Rogaczewski z dnia na dzień zmienił w komendzie procedury, w wyniku czego ustały przypadki zgonów w areszcie czy w trakcie przesłuchań; funkcjonariusz Zdzisław Pająk, którego nazwisko pojawiało się w pozyskanych aktach, został urlopowany i zmienił miejsce zamieszkania; przed sądem stanął sierż. sztab. Busiak, został jednak skazany nie w zw. ze zgonami na komendzie, ale za próbę wymuszenia łapówki; do odpowiedzialności karnej nie został pociągnięty żaden z oficerów komendy. Sygnatariuszom tekstu: Zenobii Łukasiewicz i Józefowi Śreniowskiemu, prokurator woj. Witold Ekiert przedstawił zarzut szkalowania MO przez zawiadamianie o przestępstwach niepopełnionych, jednak postępowaniu nie nadano dalszego biegu, nie zawiadomiono też podejrzanych o jego umorzeniu lub zawieszeniu. W trakcie gromadzenia dokumentacji o zgonach w KD MO na Bałutach powzięto informacje o podobnych przypadkach w Ozorkowie, Dalikowie i Drużbicach pod Bełchatowem (region łódzki); w okresie „S” nie zdążono jednak doprowadzić do ustalenia sprawców i skazania winnych, z wyjątkiem sprawy zabójstwa p. Sikory z pow. bełchatowskiego, zakończonej skazaniem funkcjonariusza MO na 4 lata więzienia przez Sąd Wojewódzki w Piotrkowie Trybunalskim.', '', 'Józef Śreniowski', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Józef Śreniowski'],Ziemia Łódzka,,,
Akcja spacerowa,"['""Akcja spacerowa"", forma protestu charakterystyczna dla początkowego okresu stanu wojennego. Wiązała się z prowadzoną przez władze oszczerczą akcją propagandową przeciwko „S”, do której wykorzystywano m.in. „Dziennik TV”. Gł. wydanie „DTV” zaczynało się o 19.30 – o tej godzinie rozpoczynano kontestacyjne spacery, w oknach wystawiano telewizory z emitowanym „DTV”. Akcja spacerowa po raz pierwszy odbyła się 5 II 1982 w Świdniku; podjęto ją w Białymstoku, Garwolinie, Lublinie, Łomży, Olsztynie, Puławach, Warszawie i in. Uczestniczyły w niej tysiące osób, np. w Lublinie 13-17 II do 3,5 tys. (wg SB). W Puławach do spaceru zachęcano hasłem „Poznaj swoje miasto – kłamców i kłamstwa «Dziennika TV» już znasz”. Reakcją władz było legitymowanie i zatrzymywanie uczestników przez funkcjonariuszy MO, próby blokady spacerowiczów, lokalne wprowadzanie wcześniejszej godziny milicyjnej. W odpowiedzi akcję przenoszono na czas popołudniowego wydania „DTV”, ok. godz. 17.00. W Białymstoku spacerujących zaatakowały oddziały ZOMO, które użyły pałek i gazów łzawiących; szczególnie brutalnie traktowano protestujących uczniów i studentów. Po ulicznych demonstracjach w V 1982 akcja spacerowa wygasła.', '', 'Tadeusz Ruzikowski', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Tadeusz Ruzikowski'],Polska,,,
Akt laski Rady Panstwa,"['""Akt łaski Rady Państwa"", pierwsza amnestia wobec skazanych uczestników tzw. wydarzeń czerwcowych 1976. 3 II 1977 Rada Państwa, na wniosek I Sekretarza KC PZPR Edwarda Gierka, zaleciła Komisji Ułaskawień, prokuraturze i organom sprawiedliwości przygotowanie wniosków o darowanie kary, jej skrócenie lub warunkowe zawieszenie oraz przerwanie odbywania kary wobec tych skazanych w zw. z wydarzeniami Czerwca ’76, którzy okazali skruchę i rokują nadzieję, że nie wejdą ponownie na drogę przestępstwa. W ciągu kilku tygodni więzienia opuściła większość skazanych: spośród 58 osób, które przebywały jeszcze w więzieniach w I 1977, na pocz. V 1977 pozostało 5, zwolniono ich w VII na mocy amnestii 1977.', '', 'Grzegorz Waligóra', 'Portale tematyczne', 'Mapa serwisu', 'Polityka prywatności', 'Deklaracja dostępności']",['Grzegorz Waligóra'],Polska,,,
Aktualnosci,"['""Aktualności"", pismo wydawane w Krakowie przez Sekcję Informacji ZR „S” Małopolska 4 IX 1981 – V 1988.', 'Ukazały się 184 nr. o obj. 2-4 s. w formacie A4 i A5, drukowane techniką offsetową w drukarni Akademii Górniczo-Hutniczej. Do 11 XII 1981 ukazały się 74 nr. Od nr. 33 podtytuł: „Dziennik Sekcji Informacji Z.R. Małopolska”; nr 54/55 wydano łącznie.', 'W składzie redakcji m.in.: Tomasz Schoen, Jakub Meissner, Maria Sierotwińska, Lesław Maleszka, Robert Kaczmarek, Dorota Stec, Andrzej Porawski, Katarzyna Meissner, Danuta Dziewońska.', 'Nr. 75 i 76 ukazały się bezpośrednio po 13 XII 1981, przygotowane przez pracowników Sekcji Informacji ZR Małopolska: Piotra Zawiślaka, J. Meissnera, Adama Grudzińskiego. Małgorzatę Żłobińską i D. Stec. 8 II 1982 wznowione od nr. 3 (nr. 75 i 76 jako 1 i 2). Ukazało się 110 nr. drukowanych na powielaczu i techniką offsetową; podtytuł: „Biuletyn informacyjny Regionalnej Komisji Wykonawczej «Solidarność»”, od nr. 6/56 z 1983: „Aktualności serwisu informacyjnego Regionalnej Komisji Wykonawczej «Solidarność» Małopolska”, od nr. 27/75 z 26 XI 1983: „Aktualności serwisu informacyjnego Regionalnego Komitetu «Solidarności» Małopolska”.', '1982-1983 drukowane przez Leszka Jaranowskiego i Antoniego Potockiego, od 1983 przez Pawła Turnaua, przygotowanie do druku: Barbara Zientarska.', 'Oficjalny organ RKW, następnie RKS Małopolska (obok „Biuletynu Małopolskiego” i „Serwisu Informacyjnego”).', 'Publikowano oświadczenia, komunikaty i apele władz regionalnych „S” oraz ogólnopolskich: TKK, Tymczasowej Rady „S” i KKW.']",['Ewa Zając'],Małopolska,,,
